
AcmeSafe,1,100000000,100,24.8004,24.7820
AcmeSafe,1,100000000,25,25.8680,25.8481
AcmeSafe,1,100000000,5,22.8384,22.8193
AcmeSafe,1,1000000,100,45.5386,44.3047
AcmeSafe,1,1000000,25,46.9211,45.7554
AcmeSafe,1,1000000,5,43.9992,42.9634
AcmeSafe,1,10000,100,677.636,579.139
AcmeSafe,1,10000,25,650.663,557.299
AcmeSafe,1,10000,5,746.384,646.025
AcmeSafe,1,100,100,16882.4,8050.09
AcmeSafe,1,100,25,16041.2,7400.96
AcmeSafe,1,100,5,16099.2,7356.34
AcmeSafe,16,100000000,100,677.618,654.816
AcmeSafe,16,100000000,25,1251.87,1237.97
AcmeSafe,16,100000000,5,1085.93,1027.05
AcmeSafe,16,1000000,100,4798.30,3631.35
AcmeSafe,16,1000000,25,5116.65,4227.92
AcmeSafe,16,1000000,5,3773.83,2625.33
AcmeSafe,16,10000,100,23266.6,11561.1
AcmeSafe,16,10000,25,26631.4,10537.3
AcmeSafe,16,10000,5,33968.7,16057.9
AcmeSafe,16,100,100,1.35726e+06,25223.3
AcmeSafe,16,100,25,1.19906e+06,25906.8
AcmeSafe,16,100,5,1.08210e+06,23732.0
AcmeSafe,40,100000000,100,2090.26,819.300
AcmeSafe,40,100000000,25,2859.17,1122.79
AcmeSafe,40,100000000,5,4021.39,1583.67
AcmeSafe,40,1000000,100,11418.1,3974.16
AcmeSafe,40,1000000,25,15741.9,5905.35
AcmeSafe,40,1000000,5,11628.4,4153.47
AcmeSafe,40,10000,100,78185.7,5268.71
AcmeSafe,40,10000,25,78202.7,5490.18
AcmeSafe,40,10000,5,81171.0,7417.80
AcmeSafe,40,100,100,6.01480e+06,36761.0
AcmeSafe,40,100,25,5.37900e+06,28251.8
AcmeSafe,40,100,5,6.90417e+06,36049.7
AcmeSafe,8,100000000,100,471.288,468.332
AcmeSafe,8,100000000,25,418.622,411.044
AcmeSafe,8,100000000,5,399.670,394.135
AcmeSafe,8,1000000,100,2144.40,1727.06
AcmeSafe,8,1000000,25,2253.96,1957.95
AcmeSafe,8,1000000,5,1975.54,1632.51
AcmeSafe,8,10000,100,10842.7,7555.46
AcmeSafe,8,10000,25,10520.1,7198.88
AcmeSafe,8,10000,5,13523.6,9702.09
AcmeSafe,8,100,100,376887,38863.4
AcmeSafe,8,100,25,385172,22845.2
AcmeSafe,8,100,5,325245,32906.9
Null,1,100000000,100,14.0588,14.0450
Null,1,100000000,25,13.7171,13.7008
Null,1,100000000,5,14.1602,14.1471
Null,1,1000000,100,30.0251,28.9678
Null,1,1000000,25,29.9602,28.8124
Null,1,1000000,5,29.7369,28.5381
Null,1,10000,100,395.734,285.415
Null,1,10000,25,403.182,277.107
Null,1,10000,5,415.991,296.657
Null,1,100,100,16101.8,1924.22
Null,1,100,25,14111.0,1988.71
Null,1,100,5,12600.6,1923.56
Null,16,100000000,100,39.7734,36.5692
Null,16,100000000,25,37.8574,34.6991
Null,16,100000000,5,35.4971,33.7728
Null,16,1000000,100,3022.33,2643.90
Null,16,1000000,25,3024.90,2626.93
Null,16,1000000,5,3352.74,2855.50
Null,16,10000,100,20360.5,5745.02
Null,16,10000,25,13922.9,2025.19
Null,16,10000,5,20512.2,6704.68
Null,16,100,100,1.14417e+06,5010.92
Null,16,100,25,1.14493e+06,4107.04
Null,16,100,5,1.14331e+06,7906.56
Null,40,100000000,100,231.173,84.8103
Null,40,100000000,25,202.164,75.3333
Null,40,100000000,5,160.604,55.1285
Null,40,1000000,100,13672.9,4949.97
Null,40,1000000,25,9591.85,3486.13
Null,40,1000000,5,10097.0,3498.42
Null,40,10000,100,77788.9,8219.81
Null,40,10000,25,58584.2,1561.84
Null,40,10000,5,61128.4,2513.83
Null,40,100,100,5.67731e+06,6492.84
Null,40,100,25,5.60430e+06,6744.20
Null,40,100,5,5.45404e+06,9080.08
Null,8,100000000,100,21.6378,20.8326
Null,8,100000000,25,20.8971,20.1055
Null,8,100000000,5,20.7955,19.9800
Null,8,1000000,100,1681.11,1503.12
Null,8,1000000,25,1014.47,824.405
Null,8,1000000,5,836.025,728.601
Null,8,10000,100,8404.82,5051.32
Null,8,10000,25,9597.47,5807.69
Null,8,10000,5,8669.06,4936.98
Null,8,100,100,422916,6619.26
Null,8,100,25,289575,6419.01
Null,8,100,5,372406,6220.17
Synchronized,1,100000000,100,25.9629,25.9436
Synchronized,1,100000000,25,26.7129,26.6956
Synchronized,1,100000000,5,22.7044,22.6839
Synchronized,1,1000000,100,44.7871,43.3991
Synchronized,1,1000000,25,46.0663,44.7932
Synchronized,1,1000000,5,38.9788,37.6494
Synchronized,1,10000,100,404.493,268.665
Synchronized,1,10000,25,409.805,274.538
Synchronized,1,10000,5,393.109,295.738
Synchronized,1,100,100,13464.4,2050.02
Synchronized,1,100,25,12404.6,1962.28
Synchronized,1,100,5,14501.9,2087.84
Synchronized,16,100000000,100,3242.33,629.137
Synchronized,16,100000000,25,3333.11,647.581
Synchronized,16,100000000,5,3574.46,735.698
Synchronized,16,1000000,100,3913.71,709.391
Synchronized,16,1000000,25,5090.93,1003.56
Synchronized,16,1000000,5,4202.13,826.034
Synchronized,16,10000,100,23856.3,2504.44
Synchronized,16,10000,25,23254.0,2392.86
Synchronized,16,10000,5,24664.6,2416.50
Synchronized,16,100,100,1.02235e+06,9748.38
Synchronized,16,100,25,1.00427e+06,10549.1
Synchronized,16,100,5,987903,12364.2
Synchronized,40,100000000,100,9472.55,748.374
Synchronized,40,100000000,25,9228.46,732.135
Synchronized,40,100000000,5,8940.11,750.428
Synchronized,40,1000000,100,13277.0,945.072
Synchronized,40,1000000,25,12258.8,914.680
Synchronized,40,1000000,5,11515.4,918.800
Synchronized,40,10000,100,77221.4,2198.87
Synchronized,40,10000,25,93533.9,2656.63
Synchronized,40,10000,5,89427.5,2358.53
Synchronized,40,100,100,6.41771e+06,19681.2
Synchronized,40,100,25,5.13468e+06,28967.9
Synchronized,40,100,5,5.83716e+06,27748.1
Synchronized,8,100000000,100,2140.67,886.661
Synchronized,8,100000000,25,1961.72,791.872
Synchronized,8,100000000,5,2279.46,969.531
Synchronized,8,1000000,100,2374.20,966.844
Synchronized,8,1000000,25,1870.13,722.917
Synchronized,8,1000000,5,2430.05,1024.58
Synchronized,8,10000,100,8544.46,2523.99
Synchronized,8,10000,25,7727.20,2049.16
Synchronized,8,10000,5,8145.92,2874.91
Synchronized,8,100,100,327571,9229.95
Synchronized,8,100,25,382693,13271.2
Synchronized,8,100,5,358047,12139.7
Unsynchronized,1,100000000,100,18.9141,18.8981
Unsynchronized,1,100000000,25,22.8613,22.8415
Unsynchronized,1,100000000,5,16.0322,16.0136
Unsynchronized,1,1000000,100,34.5277,33.2809
Unsynchronized,1,1000000,25,32.4009,31.1873
Unsynchronized,1,1000000,5,32.3591,30.8882
Unsynchronized,1,10000,100,407.589,269.353
Unsynchronized,1,10000,25,408.468,271.986
Unsynchronized,1,10000,5,407.790,289.709
Unsynchronized,1,100,100,14238.2,2055.00
Unsynchronized,1,100,25,15587.6,2053.08
Unsynchronized,1,100,5,14754.5,1997.54
Unsynchronized,16,100000000,100,616.971,610.339
Unsynchronized,16,100000000,25,561.975,553.215
Unsynchronized,16,100000000,5,479.632,472.455
Unsynchronized,16,1000000,100,4329.92,3239.28
Unsynchronized,16,1000000,25,2523.52,1949.26
Unsynchronized,16,1000000,5,2729.52,1967.25
Unsynchronized,16,10000,100,25843.9,7549.08
Unsynchronized,16,10000,25,15635.4,2625.11
Unsynchronized,16,10000,5,15826.2,4317.08
Unsynchronized,16,100,100,1.47048e+06,7255.51
Unsynchronized,16,100,25,1.05731e+06,5833.51
Unsynchronized,16,100,5,988944,5026.78
Unsynchronized,40,100000000,100,1633.22,640.799
Unsynchronized,40,100000000,25,1669.89,652.730
Unsynchronized,40,100000000,5,1277.64,499.025
Unsynchronized,40,1000000,100,6233.90,2099.02
Unsynchronized,40,1000000,25,5125.35,1683.61
Unsynchronized,40,1000000,5,14893.1,5222.19
Unsynchronized,40,10000,100,70906.2,2361.90
Unsynchronized,40,10000,25,68516.0,5992.99
Unsynchronized,40,10000,5,49898.7,1139.91
Unsynchronized,40,100,100,4.68727e+06,5784.05
Unsynchronized,40,100,25,5.89711e+06,11339.0
Unsynchronized,40,100,5,6.09325e+06,12794.0
Unsynchronized,8,100000000,100,446.192,444.828
Unsynchronized,8,100000000,25,454.880,453.797
Unsynchronized,8,100000000,5,323.284,321.457
Unsynchronized,8,1000000,100,2226.56,2049.95
Unsynchronized,8,1000000,25,1010.00,952.757
Unsynchronized,8,1000000,5,1088.22,1028.85
Unsynchronized,8,10000,100,7418.41,3670.78
Unsynchronized,8,10000,25,9257.04,6320.77
Unsynchronized,8,10000,5,8718.20,5029.00
Unsynchronized,8,100,100,308235,7079.20
Unsynchronized,8,100,25,362384,4405.94
Unsynchronized,8,100,5,337204,6871.29

