
AcmeSafe,1,100000000,10.00534534,0.00000
AcmeSafe,1,100000000,12823.8955,23.8765
AcmeSafe,1,100000000,1627.6151,27.5905
AcmeSafe,1,100000000,228.7729,28.7489
AcmeSafe,1,100000000,3224.0184,23.9958
AcmeSafe,1,100000000,427.6075,27.5817
AcmeSafe,1,100000000,6423.8842,23.8710
AcmeSafe,1,100000000,825.5152,25.4925
AcmeSafe,1,1000000,10.527470,0.00000
AcmeSafe,1,1000000,12886.5651,84.6366
AcmeSafe,1,1000000,1686.8165,85.1361
AcmeSafe,1,1000000,287.1180,85.2753
AcmeSafe,1,1000000,3286.1681,84.3345
AcmeSafe,1,1000000,486.0152,84.1114
AcmeSafe,1,1000000,6485.6304,83.9781
AcmeSafe,1,1000000,887.7505,86.0849
AcmeSafe,1,10000,1281325.66,1164.59
AcmeSafe,1,10000,161474.39,1253.70
AcmeSafe,1,10000,166.2510,0.00000
AcmeSafe,1,10000,21643.39,1355.64
AcmeSafe,1,10000,321361.03,1164.18
AcmeSafe,1,10000,41317.79,1132.73
AcmeSafe,1,10000,641498.12,1324.12
AcmeSafe,1,10000,81506.17,1327.23
AcmeSafe,1,100,12831965.8,15819.9
AcmeSafe,1,100,15180.20,0.00000
AcmeSafe,1,100,1634188.3,16077.8
AcmeSafe,1,100,241365.6,20189.1
AcmeSafe,1,100,3232915.4,15696.8
AcmeSafe,1,100,432895.1,15839.0
AcmeSafe,1,100,6433328.1,16484.6
AcmeSafe,1,100,833280.3,16277.8
AcmeSafe,16,100000000,10.865567,0.00000
AcmeSafe,16,100000000,1281126.66,1103.87
AcmeSafe,16,100000000,162651.92,2635.63
AcmeSafe,16,100000000,22747.77,2682.53
AcmeSafe,16,100000000,322249.91,2161.99
AcmeSafe,16,100000000,42432.76,2356.52
AcmeSafe,16,100000000,64829.791,799.649
AcmeSafe,16,100000000,82204.77,2173.47
AcmeSafe,16,1000000,1284083.19,3195.50
AcmeSafe,16,1000000,164950.56,4179.87
AcmeSafe,16,1000000,180.5754,0.00000
AcmeSafe,16,1000000,24702.99,3920.00
AcmeSafe,16,1000000,324068.63,3226.38
AcmeSafe,16,1000000,45120.47,4490.11
AcmeSafe,16,1000000,643909.16,3019.88
AcmeSafe,16,1000000,85380.36,4855.26
AcmeSafe,16,10000,12830217.1,14964.7
AcmeSafe,16,10000,1630669.6,15050.5
AcmeSafe,16,10000,18360.88,0.00000
AcmeSafe,16,10000,229600.1,15293.2
AcmeSafe,16,10000,3231271.1,15792.3
AcmeSafe,16,10000,432036.3,17863.5
AcmeSafe,16,10000,6428779.4,15224.3
AcmeSafe,16,10000,829480.7,15764.8
AcmeSafe,16,100,1281.71395e+06,67952.4
AcmeSafe,16,100,161.81349e+06,63083.1
AcmeSafe,16,100,1815064,0.00000
AcmeSafe,16,100,21.57173e+06,66080.3
AcmeSafe,16,100,321.78479e+06,56919.0
AcmeSafe,16,100,41.80874e+06,50421.1
AcmeSafe,16,100,641.66533e+06,69573.0
AcmeSafe,16,100,81.77736e+06,64458.2
AcmeSafe,2,100000000,10.0249361,0.00000
AcmeSafe,2,100000000,128193.645,193.086
AcmeSafe,2,100000000,16323.216,321.660
AcmeSafe,2,100000000,2174.352,172.224
AcmeSafe,2,100000000,32101.411,101.049
AcmeSafe,2,100000000,494.2232,87.8562
AcmeSafe,2,100000000,64254.103,251.309
AcmeSafe,2,100000000,8307.096,306.904
AcmeSafe,2,1000000,11.66365,0.00000
AcmeSafe,2,1000000,128452.886,442.820
AcmeSafe,2,1000000,16415.509,409.266
AcmeSafe,2,1000000,2438.400,428.178
AcmeSafe,2,1000000,32376.693,368.615
AcmeSafe,2,1000000,4713.541,704.936
AcmeSafe,2,1000000,64623.497,615.875
AcmeSafe,2,1000000,8584.433,576.542
AcmeSafe,2,10000,1167.625,0.00000
AcmeSafe,2,10000,1284021.63,3374.39
AcmeSafe,2,10000,163905.37,3366.71
AcmeSafe,2,10000,23433.62,2814.05
AcmeSafe,2,10000,324258.11,3578.07
AcmeSafe,2,10000,43749.83,3173.46
AcmeSafe,2,10000,643894.85,3335.02
AcmeSafe,2,10000,83605.28,3057.44
AcmeSafe,2,100,115869.8,0.00000
AcmeSafe,2,100,12880146.9,24858.2
AcmeSafe,2,100,1691007.7,28376.4
AcmeSafe,2,100,292150.9,28130.5
AcmeSafe,2,100,3291683.3,28151.8
AcmeSafe,2,100,490971.6,29123.3
AcmeSafe,2,100,6480235.2,27871.2
AcmeSafe,2,100,894417.7,29654.7
AcmeSafe,32,100000000,1281553.29,1481.22
AcmeSafe,32,100000000,13.12914,0.00000
AcmeSafe,32,100000000,162938.81,2740.34
AcmeSafe,32,100000000,22356.77,2134.53
AcmeSafe,32,100000000,322603.23,2429.66
AcmeSafe,32,100000000,42920.12,2790.63
AcmeSafe,32,100000000,642252.88,2148.46
AcmeSafe,32,100000000,82804.09,2608.33
AcmeSafe,32,1000000,1289029.94,6366.13
AcmeSafe,32,1000000,1317.649,0.00000
AcmeSafe,32,1000000,169686.61,6613.54
AcmeSafe,32,1000000,210309.3,6980.02
AcmeSafe,32,1000000,328644.56,5732.78
AcmeSafe,32,1000000,410528.7,7308.45
AcmeSafe,32,1000000,648310.21,5480.36
AcmeSafe,32,1000000,89788.01,6586.69
AcmeSafe,32,10000,12875936.5,11270.9
AcmeSafe,32,10000,130008.1,0.00000
AcmeSafe,32,10000,1678027.8,10098.6
AcmeSafe,32,10000,279011.5,14585.4
AcmeSafe,32,10000,3279248.4,11333.1
AcmeSafe,32,10000,474935.2,11946.9
AcmeSafe,32,10000,6477965.2,13180.5
AcmeSafe,32,10000,889045.1,14493.4
AcmeSafe,32,100,12.06517e+06,0.00000
AcmeSafe,32,100,1285.86098e+06,66229.3
AcmeSafe,32,100,165.83795e+06,78685.9
AcmeSafe,32,100,25.38959e+06,81971.4
AcmeSafe,32,100,325.31483e+06,74631.4
AcmeSafe,32,100,45.61530e+06,89412.7
AcmeSafe,32,100,645.18072e+06,68302.4
AcmeSafe,32,100,85.47083e+06,67116.4
AcmeSafe,4,100000000,10.0683000,0.00000
AcmeSafe,4,100000000,128373.921,369.700
AcmeSafe,4,100000000,16861.074,851.271
AcmeSafe,4,100000000,2310.288,295.002
AcmeSafe,4,100000000,32302.666,300.351
AcmeSafe,4,100000000,4799.379,783.629
AcmeSafe,4,100000000,64495.899,487.708
AcmeSafe,4,100000000,8749.425,736.469
AcmeSafe,4,1000000,128973.645,896.121
AcmeSafe,4,1000000,161528.93,1443.73
AcmeSafe,4,1000000,18.43561,0.00000
AcmeSafe,4,1000000,21090.00,1051.13
AcmeSafe,4,1000000,321258.35,1185.43
AcmeSafe,4,1000000,4995.817,906.239
AcmeSafe,4,1000000,64911.299,833.440
AcmeSafe,4,1000000,81531.79,1464.39
AcmeSafe,4,10000,1288070.49,6218.29
AcmeSafe,4,10000,1653.635,0.00000
AcmeSafe,4,10000,168274.11,6407.71
AcmeSafe,4,10000,28562.12,6792.53
AcmeSafe,4,10000,328455.53,6737.72
AcmeSafe,4,10000,48070.36,6452.03
AcmeSafe,4,10000,648095.86,6299.64
AcmeSafe,4,10000,88183.61,6549.88
AcmeSafe,4,100,128204280,38372.9
AcmeSafe,4,100,16199346,39408.0
AcmeSafe,4,100,178513.0,0.00000
AcmeSafe,4,100,2199619,45027.1
AcmeSafe,4,100,32201203,40780.0
AcmeSafe,4,100,4207867,42181.5
AcmeSafe,4,100,64202249,38722.0
AcmeSafe,4,100,8203926,34962.2
AcmeSafe,8,100000000,10.226201,0.00000
AcmeSafe,8,100000000,128325.782,316.161
AcmeSafe,8,100000000,161485.23,1477.91
AcmeSafe,8,100000000,2640.714,614.771
AcmeSafe,8,100000000,32538.610,527.035
AcmeSafe,8,100000000,4696.047,621.903
AcmeSafe,8,100000000,64389.017,381.077
AcmeSafe,8,100000000,81398.10,1386.72
AcmeSafe,8,1000000,122.7102,0.00000
AcmeSafe,8,1000000,1281912.80,1446.86
AcmeSafe,8,1000000,162228.94,2062.74
AcmeSafe,8,1000000,21928.12,1493.65
AcmeSafe,8,1000000,322125.07,1904.42
AcmeSafe,8,1000000,42558.50,2354.28
AcmeSafe,8,1000000,641991.14,1828.27
AcmeSafe,8,1000000,82152.90,1722.02
AcmeSafe,8,10000,12443.58,0.00000
AcmeSafe,8,10000,12815705.6,10570.8
AcmeSafe,8,10000,1615809.4,10834.8
AcmeSafe,8,10000,214267.4,10056.9
AcmeSafe,8,10000,3215393.6,10964.2
AcmeSafe,8,10000,414729.2,10246.2
AcmeSafe,8,10000,6415347.3,10342.7
AcmeSafe,8,10000,815299.1,10735.8
AcmeSafe,8,100,1189658,0.00000
AcmeSafe,8,100,128467123,50086.1
AcmeSafe,8,100,16536568,62497.5
