AcmeSafe,1,100000000,1,130,147,36
AcmeSafe,1,100000000,128,1797,1825,51
AcmeSafe,1,100000000,16,1964,1939,97
AcmeSafe,1,100000000,2,1794,1819,55
AcmeSafe,1,100000000,32,1932,1893,109
AcmeSafe,1,100000000,4,1782,1803,56
AcmeSafe,1,100000000,64,1925,1898,94
AcmeSafe,1,100000000,8,1774,1801,51
AcmeSafe,1,1000000,1,141,139,48
AcmeSafe,1,1000000,128,173,208,43
AcmeSafe,1,1000000,16,166,205,39
AcmeSafe,1,1000000,2,171,198,49
AcmeSafe,1,1000000,32,167,194,53
AcmeSafe,1,1000000,4,171,206,40
AcmeSafe,1,1000000,64,187,191,62
AcmeSafe,1,1000000,8,170,207,43
AcmeSafe,1,10000,1,128,126,56
AcmeSafe,1,10000,128,137,164,40
AcmeSafe,1,10000,16,137,164,49
AcmeSafe,1,10000,2,149,178,41
AcmeSafe,1,10000,32,152,164,53
AcmeSafe,1,10000,4,147,159,50
AcmeSafe,1,10000,64,138,152,56
AcmeSafe,1,10000,8,167,166,54
AcmeSafe,1,100,1,126,127,55
AcmeSafe,1,100,128,143,156,47
AcmeSafe,1,100,16,147,159,43
AcmeSafe,1,100,2,128,138,46
AcmeSafe,1,100,32,132,139,48
AcmeSafe,1,100,4,130,141,44
AcmeSafe,1,100,64,129,141,43
AcmeSafe,1,100,8,132,144,46
AcmeSafe,16,100000000,1,141,154,45
AcmeSafe,16,100000000,128,5339,14372,281
AcmeSafe,16,100000000,16,9115,8421,114
AcmeSafe,16,100000000,2,9100,12840,249
AcmeSafe,16,100000000,32,7812,51691,98
AcmeSafe,16,100000000,4,6549,29322,210
AcmeSafe,16,100000000,64,3921,55164,125
AcmeSafe,16,100000000,8,9631,17384,105
AcmeSafe,16,1000000,1,137,142,52
AcmeSafe,16,1000000,128,371,2846,82
AcmeSafe,16,1000000,16,571,5870,86
AcmeSafe,16,1000000,2,415,3050,64
AcmeSafe,16,1000000,32,717,7491,81
AcmeSafe,16,1000000,4,502,4515,90
AcmeSafe,16,1000000,64,399,3457,107
AcmeSafe,16,1000000,8,438,3790,76
AcmeSafe,16,10000,1,132,140,47
AcmeSafe,16,10000,128,155,234,78
AcmeSafe,16,10000,16,154,280,66
AcmeSafe,16,10000,2,146,266,57
AcmeSafe,16,10000,32,150,286,61
AcmeSafe,16,10000,4,157,250,74
AcmeSafe,16,10000,64,142,239,45
AcmeSafe,16,10000,8,151,222,74
AcmeSafe,16,100,1,142,152,52
AcmeSafe,16,100,128,143,158,52
AcmeSafe,16,100,16,132,151,50
AcmeSafe,16,100,2,141,152,54
AcmeSafe,16,100,32,141,155,47
AcmeSafe,16,100,4,148,158,51
AcmeSafe,16,100,64,142,151,59
AcmeSafe,16,100,8,154,176,45
AcmeSafe,2,100000000,1,152,143,64
AcmeSafe,2,100000000,128,4953,9491,51
AcmeSafe,2,100000000,16,10799,21238,116
AcmeSafe,2,100000000,2,5525,10300,183
AcmeSafe,2,100000000,32,8052,15806,59
AcmeSafe,2,100000000,4,5987,11675,48
AcmeSafe,2,100000000,64,7452,14586,55
AcmeSafe,2,100000000,8,3966,7484,159
AcmeSafe,2,1000000,1,149,143,54
AcmeSafe,2,1000000,128,185,260,50
AcmeSafe,2,1000000,16,301,490,46
AcmeSafe,2,1000000,2,199,276,60
AcmeSafe,2,1000000,32,260,421,46
AcmeSafe,2,1000000,4,214,310,59
AcmeSafe,2,1000000,64,294,451,45
AcmeSafe,2,1000000,8,202,298,58
AcmeSafe,2,10000,1,149,158,43
AcmeSafe,2,10000,128,153,160,54
AcmeSafe,2,10000,16,145,170,52
AcmeSafe,2,10000,2,157,175,46
AcmeSafe,2,10000,32,140,174,48
AcmeSafe,2,10000,4,146,178,47
AcmeSafe,2,10000,64,201,174,50
AcmeSafe,2,10000,8,149,178,51
AcmeSafe,2,100,1,148,140,58
AcmeSafe,2,100,128,133,147,41
AcmeSafe,2,100,16,147,153,53
AcmeSafe,2,100,2,136,143,53
AcmeSafe,2,100,32,132,137,51
AcmeSafe,2,100,4,152,132,55
AcmeSafe,2,100,64,150,149,54
AcmeSafe,2,100,8,135,149,48
AcmeSafe,32,100000000,1,147,132,68
AcmeSafe,32,100000000,128,5779,25603,320
AcmeSafe,32,100000000,16,9209,16722,379
AcmeSafe,32,100000000,2,6152,30193,119
AcmeSafe,32,100000000,32,5335,17647,134
AcmeSafe,32,100000000,4,5613,21435,173
AcmeSafe,32,100000000,64,6251,31922,150
AcmeSafe,32,100000000,8,9509,21798,318
AcmeSafe,32,1000000,1,145,135,62
AcmeSafe,32,1000000,128,330,2389,68
AcmeSafe,32,1000000,16,385,3264,84
AcmeSafe,32,1000000,2,446,4377,83
AcmeSafe,32,1000000,32,381,3451,74
AcmeSafe,32,1000000,4,520,4808,100
AcmeSafe,32,1000000,64,640,6709,92
AcmeSafe,32,1000000,8,631,7403,185
AcmeSafe,32,10000,1,135,151,52
AcmeSafe,32,10000,128,160,249,62
AcmeSafe,32,10000,16,145,230,65
AcmeSafe,32,10000,2,158,226,76
AcmeSafe,32,10000,32,151,238,64
AcmeSafe,32,10000,4,166,239,70
AcmeSafe,32,10000,64,147,241,65
AcmeSafe,32,10000,8,159,232,71
AcmeSafe,32,100,1,134,140,51
AcmeSafe,32,100,128,143,156,66
AcmeSafe,32,100,16,143,153,67
AcmeSafe,32,100,2,146,139,76
AcmeSafe,32,100,32,147,144,73
AcmeSafe,32,100,4,146,164,55
AcmeSafe,32,100,64,160,160,77
AcmeSafe,32,100,8,135,147,64
AcmeSafe,4,100000000,1,149,150,51
AcmeSafe,4,100000000,128,5560,21183,267
AcmeSafe,4,100000000,16,13838,53701,90
AcmeSafe,4,100000000,2,8055,31070,282
AcmeSafe,4,100000000,32,9378,35986,548
AcmeSafe,4,100000000,4,11869,44726,409
AcmeSafe,4,100000000,64,10271,39940,139
AcmeSafe,4,100000000,8,11321,40374,922
AcmeSafe,4,1000000,1,134,142,53
AcmeSafe,4,1000000,128,234,568,51
AcmeSafe,4,1000000,16,324,860,41
AcmeSafe,4,1000000,2,252,597,57
AcmeSafe,4,1000000,32,252,589,53
AcmeSafe,4,1000000,4,291,769,58
AcmeSafe,4,1000000,64,295,658,51
AcmeSafe,4,1000000,8,320,834,60
AcmeSafe,4,10000,1,145,149,43
AcmeSafe,4,10000,128,141,204,34
AcmeSafe,4,10000,16,138,189,54
AcmeSafe,4,10000,2,146,184,65
AcmeSafe,4,10000,32,151,199,58
AcmeSafe,4,10000,4,143,206,49
AcmeSafe,4,10000,64,140,207,42
AcmeSafe,4,10000,8,157,202,64
AcmeSafe,4,100,1,148,150,53
AcmeSafe,4,100,128,148,163,44
AcmeSafe,4,100,16,129,157,31
AcmeSafe,4,100,2,133,137,58
AcmeSafe,4,100,32,135,149,44
AcmeSafe,4,100,4,137,143,58
AcmeSafe,4,100,64,141,137,58
AcmeSafe,4,100,8,144,159,52
AcmeSafe,8,100000000,1,132,140,49
AcmeSafe,8,100000000,128,5967,45364,586
AcmeSafe,8,100000000,16,11203,24717,487
AcmeSafe,8,100000000,2,6995,53455,555
AcmeSafe,8,100000000,32,10054,17203,453
AcmeSafe,8,100000000,4,6390,45163,351
AcmeSafe,8,100000000,64,8567,4762,520
AcmeSafe,8,100000000,8,11783,18584,472
AcmeSafe,8,1000000,1,149,147,55
AcmeSafe,8,1000000,128,296,1330,58
AcmeSafe,8,1000000,16,357,1747,85
AcmeSafe,8,1000000,2,403,1808,65
AcmeSafe,8,1000000,32,432,2210,71
AcmeSafe,8,1000000,4,370,1837,69
AcmeSafe,8,1000000,64,368,1665,74
AcmeSafe,8,1000000,8,349,1505,58
AcmeSafe,8,10000,1,142,148,46
AcmeSafe,8,10000,128,154,268,53
AcmeSafe,8,10000,16,148,246,52
AcmeSafe,8,10000,2,146,208,51
AcmeSafe,8,10000,32,174,234,66
AcmeSafe,8,10000,4,167,257,47
AcmeSafe,8,10000,64,159,238,69
AcmeSafe,8,10000,8,148,254,52
AcmeSafe,8,100,1,162,147,49
AcmeSafe,8,100,128,144,149,50
AcmeSafe,8,100,16,190,159,60
AcmeSafe,8,100,2,135,143,60
AcmeSafe,8,100,32,144,178,49
AcmeSafe,8,100,4,130,154,48
AcmeSafe,8,100,64,161,164,59
AcmeSafe,8,100,8,133,154,50
Synchronized,1,100000000,1,130,129,52
Synchronized,1,100000000,128,1706,1706,46
Synchronized,1,100000000,16,1921,1946,48
Synchronized,1,100000000,2,1725,1711,53
Synchronized,1,100000000,32,1922,1884,110
Synchronized,1,100000000,4,1529,1549,46
Synchronized,1,100000000,64,1903,1881,94
Synchronized,1,100000000,8,1621,1594,85
Synchronized,1,1000000,1,129,143,45
Synchronized,1,1000000,128,170,183,55
Synchronized,1,1000000,16,167,193,48
Synchronized,1,1000000,2,164,186,48
Synchronized,1,1000000,32,174,199,45
Synchronized,1,1000000,4,160,185,47
Synchronized,1,1000000,64,165,185,50
Synchronized,1,1000000,8,175,198,46
Synchronized,1,10000,1,143,153,45
Synchronized,1,10000,128,131,144,48
Synchronized,1,10000,16,130,145,45
Synchronized,1,10000,2,139,160,38
Synchronized,1,10000,32,132,139,60
Synchronized,1,10000,4,135,141,50
Synchronized,1,10000,64,148,154,55
Synchronized,1,10000,8,132,149,48
Synchronized,1,100,1,156,136,43
Synchronized,1,100,128,142,154,45
Synchronized,1,100,16,127,142,39
Synchronized,1,100,2,148,135,48
Synchronized,1,100,32,142,146,49
Synchronized,1,100,4,140,128,52
Synchronized,1,100,64,135,156,38
Synchronized,1,100,8,123,151,31
Synchronized,16,100000000,1,131,133,52
Synchronized,16,100000000,128,16828,46839,6140
Synchronized,16,100000000,16,16870,46385,6338
Synchronized,16,100000000,2,13208,36974,4322
Synchronized,16,100000000,32,16528,49494,7393
Synchronized,16,100000000,4,14126,39892,4612
Synchronized,16,100000000,64,15846,43097,5408
Synchronized,16,100000000,8,14392,40506,4734
Synchronized,16,1000000,1,130,135,53
Synchronized,16,1000000,128,397,829,145
Synchronized,16,1000000,16,334,685,137
Synchronized,16,1000000,2,371,828,126
Synchronized,16,1000000,32,345,743,135
Synchronized,16,1000000,4,356,791,152
Synchronized,16,1000000,64,370,768,140
Synchronized,16,1000000,8,383,855,148
Synchronized,16,10000,1,129,142,43
Synchronized,16,10000,128,138,176,55
Synchronized,16,10000,16,148,162,70
Synchronized,16,10000,2,142,178,54
Synchronized,16,10000,32,144,166,65
Synchronized,16,10000,4,139,177,50
Synchronized,16,10000,64,152,177,64
Synchronized,16,10000,8,134,174,56
Synchronized,16,100,1,122,133,53
Synchronized,16,100,128,136,143,55
Synchronized,16,100,16,129,139,52
Synchronized,16,100,2,153,150,61
Synchronized,16,100,32,138,141,63
Synchronized,16,100,4,151,166,42
Synchronized,16,100,64,142,147,53
Synchronized,16,100,8,130,145,50
Synchronized,2,100000000,1,148,129,53
Synchronized,2,100000000,128,13092,25612,411
Synchronized,2,100000000,16,13005,24941,587
Synchronized,2,100000000,2,9490,17705,397
Synchronized,2,100000000,32,10883,21165,493
Synchronized,2,100000000,4,13735,26939,243
Synchronized,2,100000000,64,14236,28070,312
Synchronized,2,100000000,8,12084,23031,559
Synchronized,2,1000000,1,133,149,39
Synchronized,2,1000000,128,345,568,54
Synchronized,2,1000000,16,298,444,72
Synchronized,2,1000000,2,318,512,54
Synchronized,2,1000000,32,327,528,54
Synchronized,2,1000000,4,255,369,78
Synchronized,2,1000000,64,229,343,48
Synchronized,2,1000000,8,323,500,55
Synchronized,2,10000,1,130,132,50
Synchronized,2,10000,128,186,171,41
Synchronized,2,10000,16,137,156,54
Synchronized,2,10000,2,141,166,43
Synchronized,2,10000,32,144,158,49
Synchronized,2,10000,4,139,152,51
Synchronized,2,10000,64,148,162,51
Synchronized,2,10000,8,142,159,47
Synchronized,2,100,1,140,129,57
Synchronized,2,100,128,149,154,46
Synchronized,2,100,16,135,138,48
Synchronized,2,100,2,135,144,45
Synchronized,2,100,32,132,143,41
Synchronized,2,100,4,135,140,55
Synchronized,2,100,64,132,125,58
Synchronized,2,100,8,128,135,53
Synchronized,32,100000000,1,140,144,52
Synchronized,32,100000000,128,14180,37806,4284
Synchronized,32,100000000,16,14282,38554,4157
Synchronized,32,100000000,2,12546,34847,3576
Synchronized,32,100000000,32,14595,39052,4370
Synchronized,32,100000000,4,13076,35880,3890
Synchronized,32,100000000,64,14693,40181,4580
Synchronized,32,100000000,8,16586,52663,7676
Synchronized,32,1000000,1,149,161,47
Synchronized,32,1000000,128,405,954,179
Synchronized,32,1000000,16,459,912,161
Synchronized,32,1000000,2,357,792,159
Synchronized,32,1000000,32,401,918,157
